Name,Label,Corrupted,Accuracies,Trials
e82d0faa85d18eca1579e0d2435832efd9f6ab12794bc1e014b8c5a6b93eafcf,1,False,0.0,2
CNET_40375.exe,0,False,2.0,2
CNET_234959.exe,0,False,3.0,3
97b3a8f65ae3a3b6d8702923f3be4167626d0fdd249895adcaccc68ad370b735,0,False,2.0,2
Sourceforge_3941.exe,0,False,4.0,4
Sourceforge_1354.exe,0,False,4.0,4
Sourceforge_1437.exe,0,False,5.0,5
0b3b96d158fb8449a8b23e3f3919472a458188a3c78e294e7c6119bb3ae6ef75,1,False,0.0,2
CNET_261097.exe,0,False,4.0,4
Sourceforge_7390.exe,0,False,4.0,4
Sourceforge_2213.exe,0,False,1.0,1
Sourceforge_7786.exe,0,False,2.0,2
Sourceforge_1232.exe,0,False,2.0,2
jqIy4VhtwkTvFlZLYHAa,1,False,1.0,3
IMHkwmYq9OQJ7iVzByE5,1,False,3.0,5
Sourceforge_2323.exe,0,False,3.0,3
bzjwRuiFHZyUTeNvCDB6,1,False,4.0,6
0fa4be17c569412dd73d1a04bdb662fcf3ec59f5c40f5482c2a196e70d8dd0c7,1,False,2.0,4
Sourceforge_4282.exe,0,False,1.0,1
Sourceforge_3444.exe,0,False,4.0,4
Sourceforge_2535.exe,0,False,6.0,6
j04fOHCJNI2TkB3lPVyv,1,False,1.0,3
ba761bfe8a83704c76d93a759905fc6a78821111364e9a60627b139b1817fd2d,1,False,1.0,3
5b11a884316154365dbcd253d922853525530eb2043083cdec691442aa7fd69e,0,False,5.0,5
Sourceforge_262.exe,0,False,6.0,6
hIUwCzSGPn31WrRA0y4Q,1,False,2.0,4
CNET_216399.exe,0,False,1.0,1
CNET_219207.exe,0,False,2.0,2
106f1d95fc755769e8d61ed358b8d4c29032371a54e010e34f57598fcf812070,1,False,1.0,3
Sourceforge_3595.exe,0,False,2.0,2
60eaa719bf774c91486993cbd4dac72eb3033ce4cefb8ed90be4e96cbe70a0be,1,False,2.0,4
52624fe4148573e064f8a934aef8e1941ecc3a6706a9e8a0976baae506e69ed6,1,False,2.0,4
CNET_105301.exe,0,False,5.0,5
dTzmQOcYijuhqwRtsPNe,1,False,1.0,3
enDwHFXxh8CzI0WTg15M,1,False,0.0,2
639.exe,0,False,2.0,2
229.exe,0,False,2.0,2
Sourceforge_4515.exe,0,False,3.0,5
Sourceforge_6300.exe,0,False,6.0,6
I0wz6TmBL92MSGgxUboV,1,False,0.0,2
CNET_101645.exe,0,False,1.0,1
J28v1KMGkc67ElQw4e0y,1,False,0.0,2
ae76deea2be31933d8c74a479d579b27e9ce04abe8387db1abc204e8ec502d1a,1,False,0.0,2
aShC7zEjIfLm20oM4swq,1,False,1.0,3
Sourceforge_7209.exe,0,False,2.0,2
fXrRBS7TvQYH2nU5wkjg,1,False,1.0,3
Sourceforge_3905.exe,0,False,1.0,1
6w02fn5UqNDMd1tISWKc,1,False,-1.0,1
Sourceforge_7867.exe,0,False,4.0,4
Sourceforge_162.exe,0,False,4.0,4
CNET_261455.exe,0,False,2.0,2
Sourceforge_3592.exe,0,False,3.0,3
2828816cf43ed5e275d9d549df275398058d1905d6d0772f671f7ca64960dffc,1,False,0.0,2
762.exe,0,False,3.0,3
765409a326c7f1edb9cef151f65166f653b33c28fa7b5aa623d7a3de6ec838a3,1,False,1.0,3
8W7PJBs3cfumHjh6Mz5Z,1,False,0.0,2
BrFQSqw8ejGomMlh6YtE,1,False,-1.0,1
537.exe,0,False,1.0,1
3HxWhP8eUNovuLEiS0VB,1,False,0.0,2
Sourceforge_963.exe,0,False,3.0,3
CNET_204652.exe,0,False,2.0,2
cd4c3aaa7eb206e91ca30e05640951334d935b4d4097dfdc52d472e68c1e080b,1,False,-2.0,2
a86aac3ff723c031239f510bfbb50ab92693054e356fc0ae0c0521002384233c,1,False,1.0,3
Sourceforge_6221.exe,0,False,1.0,1
Sourceforge_7132.exe,0,False,3.0,3
BM4bG5xEwohipXWTKt3U,1,False,-1.0,1
4fba51b0be53793387c15617115bbf3351e5cd11bdcf8b3bf29815882a14ab7e,1,False,1.0,3
58b1f82d2acc67e51d802765a0618fb0adfa8941864845bdaff3ff9c64426b57,1,False,0.0,2
Sourceforge_1559.exe,0,False,4.0,4
adf782e86608c56d1305fe885a1dd7274e6fc99dd6b9587ac33b913916e254ad,1,False,-1.0,1
384.exe,0,False,2.0,2
Sourceforge_5624.exe,0,False,3.0,3
Sourceforge_194.exe,0,False,2.0,2
9bcaadc16d3cf2908d836902761acc42703c7d06bff54023f551951b65758e9c,1,False,1.0,3
f83aafd10b73442df30dd712062fbe1c1bb57df5767cc12eaaa6a91fba80345c,1,False,1.0,3
1906.exe,0,False,3.0,3
softonic21.exe,0,False,2.0,2
Sourceforge_6376.exe,0,False,3.0,3
CNET_245768.exe,0,False,2.0,2
EeUvkZX3KQO1HPqI74fV,1,False,-1.0,1
JrFfspKABcSqx2zmTnCg,1,False,0.0,2
CNET_104463.exe,0,False,4.0,4
iygdLJ12UmnPhGqtsSCo,1,False,0.0,2
Sourceforge_6904.exe,0,False,4.0,4
80c9b0e99c07775d5bdad04deffb48c44e395ec61b1a4a37b65981879c42933c,1,False,-1.0,1
Sourceforge_6725.exe,0,False,6.0,6
ec76983d5167081f8223d684a2e29187940e6b8acb1b31f83b9685a79c9462f8,1,False,2.0,4
2366.exe,0,False,3.0,3
Ax8CPSOsnjuY1cDyNbqH,1,False,3.0,5
Sourceforge_2825.exe,0,False,6.0,6
CNET_252446.exe,0,False,5.0,5
14df80279db15d11afa4dbae4662da5e0d20d53beaa43e27e328ac71bd252f27,1,False,2.0,4
e52c2eff275c36bae06be2fc1f3d021050d4d22fdf5b596f5a9c65dbaf6a66de,1,False,0.0,2
Sourceforge_5014.exe,0,False,5.0,5
Sourceforge_5457.exe,0,False,4.0,4
1831.exe,0,False,2.0,2
4cde1735b0bd09f0ad3ca84856ac023f212bc5732dcb19f8ccb1aacb0f75bb61,0,False,1.0,1
Sourceforge_5410.exe,0,False,2.0,2
Sourceforge_2277.exe,0,False,3.0,3
Sourceforge_1865.exe,0,False,2.0,2
Windows_106.exe,0,False,2.0,2
161.exe,0,False,5.0,5
b671679adcb94f1075df36ec558fe66b077e77778f8064531c114b300d65ca1c,0,False,-1.0,3
C9hHuINUVJqk1zo5pTQX,1,False,1.0,3
J2qhWn8lStp39MUZOEjX,1,False,-1.0,1
Sourceforge_708.exe,0,False,1.0,1
b55ceb3c0eacb26dd3d14d8f2ddc203d6664acdf06179204e6bf320a942a438d,1,False,1.0,3
9bb226cabe7418ede4acf37ca02f6f0b02e5131f21596954ae762d59a114a18f,1,False,0.0,2
4wqFVbfT1C6Z0oO8GXPv,1,False,2.0,4
70189df4be12c33bda99120719021050e15e7628467f66572bb8312d19889f68,1,False,0.0,2
8JdntIrPBj61FRx39cfb,1,False,0.0,2
Sourceforge_5837.exe,0,False,2.0,2
45201b0c9d38a479f1759d9e5fd53fd5fcd74b00383546631e86df19d7ede9ed,1,False,0.0,2
2ECqL8au6iS3jNJDoOdn,1,False,0.0,2
Sourceforge_2746.exe,0,False,2.0,2
71bc3a8bf77a3b0ab17972b003669b4ea831cd95f6aad75d7155ff8fd3c75d74,1,False,0.0,2
Sourceforge_368.exe,0,False,3.0,3
I7LJAB2rbs1XKMYVmvdx,1,False,1.0,3
5fb2eaf59156e764271ce45cd25a821ed2b8e12b7f1f0f8b3ab02ced7a34e44f,1,False,2.0,4
c9a810cf3dfb48c42b46b3cfff8bde6b53eabf8cf55bfeb1b23a969868e087e0,1,False,-1.0,1
Sourceforge_6658.exe,0,False,1.0,1
kczYF5vSxW3ZrilfJesd,1,False,0.0,2
20b5fe3df17577ba36793f482655e5d429026de6d15d597500974aafc42a5d1a,1,False,1.0,3
CNET_262486.exe,0,False,4.0,4
dca2c1227083b8865a809c334544a1a8c741c161a32b0a61ba03d6e79631850f,1,False,0.0,2
ef5d29242e59abc82108e6621546de7c0590ea0aeee20bba3363cc767bb313c5,1,False,1.0,3
CNET_233898.exe,0,False,2.0,2
9244dda18baa0ae18799829c079ccf8d7887a92549ab31aa5d89c4330b0cf871,1,False,2.0,4
47a7ffff18eb21e2e18b292a4970b6346919c496035b92d70ce2b7d4aa006bc1,1,False,0.0,2
ca6d8793b090f9d3af8a6efbdd275b40bf14279a3eaa599a613c015b65077036,1,False,-1.0,3
Sourceforge_1575.exe,0,False,5.0,5
Sourceforge_6493.exe,0,False,4.0,4
C4iJQzFIRWB19USfsaVw,1,False,2.0,4
k9Vp4RQczHiGXIJ10qMf,1,False,2.0,4
d1aefefde895480da77a0acf146963b8998e350cb0276b8edc1d4fad80ca6292,0,False,1.0,3
1230.exe,0,False,4.0,4
887bf3fe109645b6b8f36c5f1788521ebd333135765b163835f58d303a497fd0,1,False,-1.0,3
ASj9HM3IJY4hf6txmKFd,1,False,1.0,3
5a04f84e395920346f3e0cc67de9bf00c465e2167da353f10cd371bb85f0568f,1,False,0.0,2
9rzSuf6XRkCVTGbl5QUh,1,False,1.0,3
cab64908d5fd1b5f95f6db1842ed06f64546103a5f8ab0ea4a9a6faa1655082c,1,False,1.0,3
34bd95040c59e0ed79a72907440d0c106ae668ee1a4c83a9cfe5514249bfc462,1,False,0.0,2
E9ATP2FX0oOxw1JkMQr3,1,False,1.0,3
Sourceforge_7500.exe,0,False,2.0,2
d6bb606925b1fa4b465074ae1e4209d0ff75ae6ffe97361aa61c6774ba5bd22b,1,False,-2.0,2
Sourceforge_5345.exe,0,False,3.0,3
eoMlxiaXtB1gGJ9D2qSV,1,False,1.0,3
CNET_104230.exe,0,False,3.0,3
Sourceforge_3598.exe,0,False,2.0,2
Sourceforge_7082.exe,0,False,5.0,5
7rneDC6Ng10vEPuicRWV,1,False,1.0,3
b61a09e1cca6b7d30c2fef26699b0dd75f6c3988443fa529f18eb86f650b1771,1,False,0.0,2
Sourceforge_1774.exe,0,False,3.0,3
CNET_219270.exe,0,False,4.0,4
Sourceforge_6273.exe,0,False,1.0,1
1b389fab485c3a37fcce9e87746146146ec996b2a9195151e551c14dc964d823,1,False,-1.0,1
CNET_232298.exe,0,False,2.0,2
CNET_244055.exe,0,False,6.0,6
b92e6d61bf33b39c70ebf8f32acfa25194e4009b0a73097ff9302372a91b1963,1,False,1.0,3
Sourceforge_1045.exe,0,False,3.0,3
Sourceforge_3124.exe,0,False,3.0,3
KR7J9nBG2CF13zfj6QiV,1,False,1.0,3
Sourceforge_1375.exe,0,False,3.0,3
Sourceforge_2837.exe,0,False,3.0,3
aca837efdad1c00738092d70e6be28e7025d76acb576258812db5849207a3a41,1,False,1.0,3
JnWzZbM0eqvQEmwKDg4t,1,False,0.0,2
1047.exe,0,False,3.0,3
Sourceforge_2647.exe,0,False,3.0,3
CNET_259859.exe,0,False,2.0,2
CNET_219221.exe,0,False,3.0,3
hePHMV0Uspcnd23R4Fyz,1,False,2.0,4
01c1a9179258495d08e017d721fc82c7fa8e09f29fa34411b590763e14312dc5,1,False,2.0,4
dfdcac695a22834514fe719292115117aac5b41e1701ab6ba9dfa35484f5b71b,1,False,1.0,3
Sourceforge_7688.exe,0,False,2.0,2
4723b9fd6a999150c2bac75aac6b473665c59ef253f0c8a4e0ab2816882d8d0a,1,False,-1.0,1
Sourceforge_6889.exe,0,False,2.0,2
Sourceforge_883.exe,0,False,2.0,2
82377f87444560d089555970c11d9d61114b01d1405199e5911bcd8b06ebfdd4,1,False,1.0,3
66cb052375cd7d242269f56305c4396747f29a5ae36c1a7435db1c1cfd3b706f,0,False,-3.0,5
8166f9d5647da264c416fb5151e8f329302965d5717c6d4210d146fc41acd16a,1,False,1.0,3
7fVDenWBIwTcLtGZzOAY,1,False,2.0,4
1e46aa822d5151c2591d6f30eedce485add267ca8ce81f33eafd92ae441de991,1,False,1.0,3
8863c743b8146d24d5943c6b6dbb2679ae6ed141c14f9226665109db64d035da,1,False,0.0,2
GksfriWPNZt927KeDTFc,1,False,0.0,2
Sourceforge_3036.exe,0,False,1.0,1
675e082af088fe395622a4a975ad30718e7d4783e532b972c9e7845692006db0,1,False,-2.0,2
Sourceforge_3834.exe,0,False,2.0,2
8lGRJnmTIx3geu9fyFSs,1,False,-1.0,1
3foB7xJKrR10XwsT5QSt,1,False,2.0,4
d022c59589a2ad650fad1bdac12c5e303dfa3fc7061019607c538bcc35222fcf,1,False,0.0,2
4f5f04f5b15a8dcb3c2dc7ff785c6a6e3c35ae18fc5d8b159cca25f5baa6bf43,1,False,-1.0,3
K93H4bimO5rlYB2fuxMk,1,False,1.0,3
cbf43638565d4d40f1aa7e0ecc8c988bbe6ac27d0ba5767fa83a9f0610fe1af7,1,False,0.0,2
ba684ebc48901ee996b66714e35477d733b515c3c30830ede0647c2d82f61780,1,False,-1.0,3
Sourceforge_340.exe,0,False,1.0,1
Sourceforge_3857.exe,0,False,4.0,4
4qrvCbJD0SmV6ekRhjP7,1,False,-1.0,1
d458d8cc1723ccf20717a1546d105ced3b8f48d7879fdb9872836fe2d5d48602,1,False,1.0,3
949a628a40ef5c573548594e8865bf88b698a972f95510f8a10f5a57cb9b7967,1,False,1.0,3
dRaB2bOfylYED4WeFzIK,1,False,0.0,2
hdm2IYJXvzDOotwQuRc5,1,False,3.0,5
4b0aaf5759f03cebdb8e66c2052bbc570ae2749d7f3dd69e04f505308f3676c3,1,False,0.0,4
cc6c585f723e7383deb4ee7c7557d68463b3207a86f889608d13c1bd9f949c46,1,False,1.0,5
Sourceforge_7742.exe,0,False,4.0,4
CNET_13277.exe,0,False,3.0,3
617.exe,0,False,3.0,3
CNET_233976.msi,0,False,3.0,5
Sourceforge_5648.exe,0,False,3.0,3
51989eaf36c08f0e757b7599acc66430c3db9ff021806fe9cc58ca81d4c9c196,1,False,-1.0,1
6VXAjpZbgU4nOc98z0aK,1,False,0.0,2
Sourceforge_5841.exe,0,False,4.0,4
CNET_22678.exe,0,False,5.0,5
2afc0f54f040ec0f86e92944404f70876c2ed94c7c23c4ddf3a56ce0ed42f14d,1,False,-1.0,1
CNET_41632.exe,0,False,1.0,3
9b425708f6b06f5aa888d6821a1994f12bcc676f1f074e1309f497518b99f5a7,1,False,-1.0,1
CNET_103292.exe,0,False,3.0,3
Sourceforge_7797.exe,0,False,1.0,1
GXteK0J692hS4YnpNzWu,1,False,0.0,2
Sourceforge_2949.exe,0,False,3.0,3
285.exe,0,False,2.0,2
5c6495a4d6ed64baa92540bbca13cf15e1ad862837b5112d4e5629da08233785,1,False,0.0,2
Sourceforge_496.exe,0,False,1.0,1
CNET_208483.exe,0,False,1.0,1
Sourceforge_6286.exe,0,False,3.0,3
CNET_233645.exe,0,False,1.0,1
Sourceforge_4439.exe,0,False,5.0,5
Sourceforge_1419.exe,0,False,4.0,4
2144.exe,0,False,3.0,3
Sourceforge_7504.exe,0,False,3.0,3
ea29eae063ff46c2b523fc155f0b06a9b789a8e83b2eb81aa669e03fbe3cd0cf,1,False,-1.0,1
1285.exe,0,False,3.0,3
Sourceforge_1169.exe,0,False,3.0,3
CNET_225913.exe,0,False,1.0,1
BEcVolryIXTuDYLKbgGj,1,False,1.0,3
cqHlrY9oAVpyWMKJ8mOF,1,False,3.0,5
E1lymL5AhVWeUwCtv68I,1,False,1.0,3
08f124ca347d30fb7f8447b6129650409742ce506b90312e7e242063f6d78df5,1,False,0.0,2
4JlgupTC2XdIvxE1oHjq,1,False,0.0,2
Sourceforge_3112.exe,0,False,3.0,3
Sourceforge_6945.exe,0,False,3.0,3
aZVQvsH0lKUqdEn7oFcf,1,False,-1.0,1
e1oUMvCJ5rNWFnLdPglK,1,False,3.0,5
Sourceforge_4583.exe,0,False,4.0,4
edd90365b5f65019116140c6e9b05f2be998ac8c4787ecf170b4cf8be4779e60,1,False,-1.0,1
Sourceforge_6629.exe,0,False,3.0,5
baoYfR8qZlcnAQ3dH6t5,1,False,0.0,2
1846.exe,0,False,4.0,4
1259.exe,0,False,3.0,3
e1KAXRxrOTc5snpuWVvj,1,False,1.0,3
CNET_217229.exe,0,False,4.0,4
Sourceforge_2249.exe,0,False,4.0,4
75DeYlyFgVjhbZ8vSTRI,1,False,-1.0,1
0KZFcsOYR4MdPJf6VvGS,1,False,-1.0,1
Sourceforge_1227.exe,0,False,4.0,4
CNET_263044.exe,0,False,3.0,3
esXbGRDMpEzTQV5gIiaU,1,False,1.0,3
7MQb5VEYLiSBPt1GZgeJ,1,False,2.0,4
Sourceforge_2727.exe,0,False,1.0,1
f3c842ffba1a274c8760d22c355b836f2fb7e28a43ae083a3e7a6c63d2be86b2,1,False,2.0,4
DuIV5KUgwLWo2TO9JERC,1,False,0.0,2
541.exe,0,False,1.0,1
CNET_102208.exe,0,False,4.0,4
FcxXkuV0dCRBhEJyj3Wq,1,False,0.0,2
2521.exe,0,False,2.0,2
Sourceforge_1342.exe,0,False,2.0,2
264.exe,0,False,2.0,2
9f0vLRPdeQOU6V8Dgs3k,1,False,1.0,3
1053.exe,0,False,4.0,4
CNET_238945.exe,0,False,3.0,3
3TBSm5IlCVEyQY17kJPG,1,False,0.0,2
4ac2ea7a4562ab7ea7c23ad733c0e4d0767936120e16b62e0248ce2af1beec1f,1,False,-1.0,1
036e96ed69e4c67a0e6e7bb04d44557bd3082cce11afc6ddc920740e8914389e,1,False,0.0,2
Sourceforge_7727.exe,0,False,3.0,3
35470b8e178d48b278a762c918c924384523565078cc3e1222880aed0893612b,1,False,-1.0,1
3e6bbac3626d24efdaf75734f9e3c6d6e007206698f2f570fb69f7125c9d91fb,1,False,0.0,2
6MFXjyhwL9xW4dme1OcU,1,False,0.0,2
Ba2j9GDwq0HOtNrzbRuI,1,False,3.0,5
8FgPelbcMsCH1qLVtWKk,1,False,2.0,4
Sourceforge_2230.exe,0,False,3.0,3
Sourceforge_2154.exe,0,False,2.0,2
Sourceforge_3933.exe,0,False,4.0,4
CNET_245376.exe,0,False,6.0,6
CNET_238797.exe,0,False,4.0,4
dVSQ8bXUG0Jol3ZmDqOp,1,False,-1.0,1
Sourceforge_6891.exe,0,False,3.0,3
0f4ecc7f67b6d098ba1dae6e2b9700caeb7a736054e6de1286835023d328decb,0,False,2.0,2
50c668f03fc66e8111f63e7005417226157fa6bd8755a552dfb419103ace0738,1,False,2.0,4
Sourceforge_2813.exe,0,False,3.0,3
Sourceforge_2048.exe,0,False,4.0,4
8d4b2a8470d0230b6473b8de159d6c766fb3a1b416559ddff39cfd39027343fe,1,False,-1.0,1
e5623495e130c4b843661738f257fc1433560c90ab24f198a0c2f5a1d4272b58,1,False,0.0,2
asKPnzUXjShMc0Tl6Wge,1,False,-1.0,1
Ikpcu3oClJwGKQMdztrb,1,False,1.0,3
iBz3MaqYb0PplxDhgTCN,1,False,1.0,3
645e0b1b0a6d81dd50e2b9dcc1060b5ca2800dc5d0aeee4730e6dcfa007d14f4,1,False,0.0,2
Sourceforge_4478.exe,0,False,3.0,3
7f0c098cc4e362309475d7fc37035ac02871ddca3c1b40033965a8c6a17f3597,1,False,1.0,3
2530.exe,0,False,2.0,2
6EaniIdeHgsKTc8DWOG7,1,False,0.0,2
softonic69.exe,0,False,3.0,3
Sourceforge_1204.exe,0,False,3.0,3
gTzsRE5r0qPBDLWXtOmx,1,False,1.0,3
d08ce27da90ae0128017bcc7311067d3ba796e26909d90873303cee07c0bc5a6,1,False,-1.0,1
JHQWofBYhqSF8Vl2ktUO,1,False,2.0,4
960850904d0424969ab27ad260846b659ddeeb7a63013c70a8e264ad795feebe,1,False,-1.0,3
Sourceforge_2961.exe,0,False,3.0,3
DAUzEY0LjqsFep1t4RQd,1,False,2.0,4
0e8dc264df4bfbcf9c252ad891ab338ee4de53a6fd34ff375532cb999bff1d9a,1,False,0.0,2
9e3049c3c5a2ea78566dc5cf7c31277304cd06300edf8a665b33be2b3be6f025,1,False,1.0,3
9AeVRcUy4nGNCjL0WdKt,1,False,0.0,2
Sourceforge_5520.exe,0,False,3.0,3
81ZbxYRAu0SEJOj5NsgC,1,False,0.0,2
Sourceforge_7156.exe,0,False,5.0,5
Sourceforge_4236.exe,0,False,1.0,1
1945.exe,0,False,4.0,4
f1b7e697da2c606fd05a093a33a219455aaf86bfd8bbb830813a1ed395050478,1,False,0.0,2
Sourceforge_5358.exe,0,False,4.0,4
fb1a05851b65e442983342cb1df3fb022112576aaf5d51774baf5dea3acc111e,0,False,1.0,1
2Bd4uWfoseKRLOF7ngE3,1,False,4.0,6
CNET_13738.exe,0,False,3.0,3
dKSp52B8YbLTfUc1VNOz,1,False,0.0,2
Sourceforge_681.exe,0,False,3.0,3
9e06978141bced729d71dac9b2381008b89fbde7998285270e02c821e4b812b5,1,False,1.0,3
CNET_257903.exe,0,False,3.0,3
1aDvVlWtPApk6EuKLdCG,1,False,2.0,4
Sourceforge_1492.exe,0,False,2.0,2
CNET_38390.exe,0,False,3.0,3
3n1LAdlCtkErg09OIfFx,1,False,4.0,6
ad641a90df642aaac7eb751c668a80813818102ac739d3e44cf21ad92e92feed,1,False,0.0,2
3fb9d3af295c38241c0809641d01d44a0a59264d037b74a01518135b271ef015,1,False,1.0,3
Sourceforge_6817.exe,0,False,2.0,2
CNET_245790.exe,0,False,3.0,3
FNfgljYWDabwU1Ri6Py8,1,False,0.0,2
CNET_238404.exe,0,False,1.0,1
aee5016192434ff778a3816fc8e7baf9404d73f1d9ee9c2b17600e6f9c546715,1,False,0.0,2
Windows_122.exe,0,False,1.0,1
Sourceforge_7435.exe,0,False,8.0,8
28MbCkmwFWHNvBYTP3oe,1,False,0.0,2
atsrDAlNJZBh63Ckbpx9,1,False,2.0,4
Sourceforge_7673.exe,0,False,3.0,3
a42edae76b32fa67c1db02b048e643c8977249b8f2cae60a69481a70b11d63e7,1,False,1.0,3
c532aa7c5dd29aadbdee2a142510423965a5fe83555c885c0ebcf9ca120169be,1,False,-1.0,1
c998510eca4ca4509f19720a991726f56989ca4ebb69871809d0fa10f8c44bc5,1,False,2.0,4
d2b24f78fc4489ad9cf72650903082d103197bc79cba69333b93aab744963ffc,1,False,-1.0,1
08e39afc1735455e8dd695f58f7409152831adc0225d072ee2af7b0dc49175ef,1,False,0.0,2
ec0910b4ac2e66c576945fabe29aaf940d6765dcd7403605eddf8c1582a2ec2c,1,False,1.0,3
Sourceforge_6426.exe,0,False,3.0,3
027703a7d9952464429dfc7b8d985d6cc63f69959c4e0d954bea9463bb0ae60e,1,False,-1.0,1
Sourceforge_5993.exe,0,False,5.0,5
0R3rxkTidWOuPI5MUbL6,1,False,1.0,3
Sourceforge_1806.exe,0,False,2.0,2
Sourceforge_2849.exe,0,False,1.0,1
bcef2a6fa63665d1ebe119a8f12ad31062a09e22a37c75cc9de5479d1cc6763d,0,False,5.0,7
d142d79d7f442a87c4de7d9a410d86a2d9a8adf820afe19e16773f8c36912e77,1,False,-1.0,1
Sourceforge_2295.exe,0,False,2.0,2
Sourceforge_1594.exe,0,False,4.0,4
BA1JDZStCHsQ0zUapdK3,1,False,0.0,2
ebbeca9392e0e1e86baf037302fa8560dea7c321e530f4a5a4463cfea66c85a9,0,False,2.0,2
Sourceforge_7281.exe,0,False,2.0,2
CNET_104346.exe,0,False,4.0,4
BHLfroQK5gUuSxhR7E38,1,False,1.0,3
fHWo9xSpPTFNQ4bRYgXE,1,False,1.0,3
Sourceforge_7254.exe,0,False,2.0,2
